"행정구역","2026년01월_계_총인구수","2026년01월_계_연령구간인구수","2026년01월_계_0~9세","2026년01월_계_10~19세","2026년01월_계_20~29세","2026년01월_계_30~39세","2026년01월_계_40~49세","2026년01월_계_50~59세","2026년01월_계_60~69세","2026년01월_계_70~79세","2026년01월_계_80~89세","2026년01월_계_90~99세","2026년01월_계_100세 이상","2026년02월_계_총인구수","2026년02월_계_연령구간인구수","2026년02월_계_0~9세","2026년02월_계_10~19세","2026년02월_계_20~29세","2026년02월_계_30~39세","2026년02월_계_40~49세","2026년02월_계_50~59세","2026년02월_계_60~69세","2026년02월_계_70~79세","2026년02월_계_80~89세","2026년02월_계_90~99세","2026년02월_계_100세 이상","2026년03월_계_총인구수","2026년03월_계_연령구간인구수","2026년03월_계_0~9세","2026년03월_계_10~19세","2026년03월_계_20~29세","2026년03월_계_30~39세","2026년03월_계_40~49세","2026년03월_계_50~59세","2026년03월_계_60~69세","2026년03월_계_70~79세","2026년03월_계_80~89세","2026년03월_계_90~99세","2026년03월_계_100세 이상","2026년04월_계_총인구수","2026년04월_계_연령구간인구수","2026년04월_계_0~9세","2026년04월_계_10~19세","2026년04월_계_20~29세","2026년04월_계_30~39세","2026년04월_계_40~49세","2026년04월_계_50~59세","2026년04월_계_60~69세","2026년04월_계_70~79세","2026년04월_계_80~89세","2026년04월_계_90~99세","2026년04월_계_100세 이상","2026년05월_계_총인구수","2026년05월_계_연령구간인구수","2026년05월_계_0~9세","2026년05월_계_10~19세","2026년05월_계_20~29세","2026년05월_계_30~39세","2026년05월_계_40~49세","2026년05월_계_50~59세","2026년05월_계_60~69세","2026년05월_계_70~79세","2026년05월_계_80~89세","2026년05월_계_90~99세","2026년05월_계_100세 이상","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~9세","2026년06월_계_10~19세","2026년06월_계_20~29세","2026년06월_계_30~39세","2026년06월_계_40~49세","2026년06월_계_50~59세","2026년06월_계_60~69세","2026년06월_계_70~79세","2026년06월_계_80~89세","2026년06월_계_90~99세","2026년06월_계_100세 이상"
"경상북도 울진군 (4793000000)","45,853","45,853","2,070","3,115","3,504","3,991","5,033","8,001","9,371","5,972","3,909","863","24","45,962","45,962","2,067","3,103","3,532","3,996","5,009","8,060","9,387","6,008","3,907","871","22","46,030","46,030","2,035","3,079","3,558","4,032","4,977","8,059","9,393","6,069","3,921","887","20","46,081","46,081","2,025","3,076","3,546","4,054","4,965","8,072","9,415","6,091","3,928","888","21","46,096","46,096","2,025","3,066","3,536","4,060","4,972","8,046","9,442","6,123","3,919","885","22","46,195","46,195","2,020","3,068","3,560","4,064","4,991","8,038","9,478","6,153","3,913","889","21"
"경상북도 울릉군 (4794000000)","8,706","8,706","238","420","648","772","1,058","1,748","2,009","1,170","534","108","1","8,724","8,724","242","420","648","771","1,056","1,748","2,018","1,179","534","106","2","8,744","8,744","235","420","641","779","1,048","1,755","2,038","1,184","532","110","2","8,747","8,747","230","413","638","787","1,047","1,746","2,045","1,191","538","110","2","8,756","8,756","234","413","633","779","1,053","1,748","2,050","1,195","537","112","2","8,768","8,768","242","415","630","784","1,060","1,759","2,043","1,187","536","110","2"
"경상남도  (4800000000)","3,205,787","3,205,787","177,680","314,525","287,448","341,831","474,160","579,262","548,535","313,097","143,085","25,649","515","3,201,389","3,201,389","176,291","313,208","285,295","340,657","472,722","578,563","550,132","315,129","142,886","25,992","514","3,198,787","3,198,787","175,175","312,459","283,418","341,003","470,737","576,693","551,843","317,540","143,118","26,289","512","3,197,859","3,197,859","174,090","312,422","282,426","341,228","469,541","576,289","552,545","319,495","142,853","26,455","515","3,196,632","3,196,632","172,928","312,221","281,418","341,230","468,600","575,621","553,075","321,376","142,996","26,653","514","3,195,351","3,195,351","172,102","312,085","280,562","341,228","468,321","575,050","553,142","322,632","143,036","26,681","512"
"경상남도 창원시 (4812000000)","990,407","990,407","57,025","95,560","97,673","118,757","150,717","176,969","167,037","88,444","32,948","5,191","86","988,918","988,918","56,619","95,113","96,899","118,452","150,265","176,707","167,439","89,124","32,953","5,258","89","987,728","987,728","56,278","94,781","96,145","118,569","149,677","176,025","167,867","89,881","33,082","5,337","86","987,251","987,251","55,988","94,724","95,712","118,675","149,334","175,806","167,971","90,520","33,067","5,364","90","986,759","986,759","55,683","94,627","95,365","118,677","149,050","175,484","168,111","91,072","33,203","5,398","89","986,273","986,273","55,538","94,545","94,978","118,723","148,940","175,324","167,996","91,487","33,279","5,375","88"
"경상남도 창원시 의창구 (4812100000)","207,050","207,050","11,972","18,978","21,176","25,286","30,502","37,809","36,879","17,386","6,041","1,004","17","206,993","206,993","11,908","18,892","21,059","25,338","30,409","37,766","36,987","17,556","6,051","1,010","17","207,900","207,900","11,986","18,963","21,019","25,594","30,484","37,739","37,214","17,792","6,059","1,033","17","208,174","208,174","11,962","18,982","20,958","25,695","30,462","37,722","37,329","17,944","6,057","1,046","17","208,424","208,424","11,930","19,000","20,891","25,758","30,475","37,693","37,429","18,106","6,066","1,059","17","209,377","209,377","12,047","19,055","20,860","26,020","30,645","37,820","37,527","18,254","6,071","1,060","18"
"경상남도 창원시 성산구 (4812300000)","247,164","247,164","15,876","24,141","28,219","36,256","36,986","46,684","40,439","13,698","4,098","754","13","247,105","247,105","15,870","24,066","28,021","36,248","36,993","46,541","40,628","13,865","4,085","774","14","246,261","246,261","15,725","23,882","27,792","36,190","36,818","46,209","40,740","14,007","4,101","784","13","246,074","246,074","15,680","23,870","27,618","36,271","36,714","46,076","40,790","14,170","4,103","769","13","245,920","245,920","15,642","23,800","27,550","36,276","36,671","45,874","40,916","14,287","4,123","769","12","245,292","245,292","15,602","23,721","27,355","36,234","36,593","45,662","40,854","14,357","4,146","755","13"
"경상남도 창원시 마산합포구 (4812500000)","175,634","175,634","9,464","15,207","15,003","18,453","25,729","28,324","31,440","21,596","8,988","1,403","27","175,375","175,375","9,362","15,228","14,872","18,348","25,652","28,309","31,416","21,752","8,982","1,429","25","175,126","175,126","9,299","15,215","14,718","18,335","25,578","28,216","31,387","21,897","9,001","1,456","24","174,969","174,969","9,238","15,236","14,644","18,314","25,533","28,169","31,371","21,996","8,979","1,462","27","174,767","174,767","9,149","15,260","14,564","18,317","25,444","28,131","31,328","22,051","9,029","1,468","26","174,487","174,487","9,089","15,251","14,511","18,207","25,398","28,116","31,236","22,122","9,066","1,466","25"
"경상남도 창원시 마산회원구 (4812700000)","176,002","176,002","8,440","16,271","15,880","18,169","25,224","32,004","31,823","19,964","7,259","958","10","175,539","175,539","8,388","16,152","15,659","18,101","25,141","31,886","31,906","20,050","7,277","968","11","174,912","174,912","8,303","16,043","15,475","18,068","24,935","31,685","31,926","20,156","7,334","976","11","174,705","174,705","8,263","15,983","15,423","18,040","24,880","31,620","31,881","20,255","7,358","989","13","174,485","174,485","8,184","15,933","15,361","17,991","24,830","31,555","31,844","20,389","7,393","992","13","174,175","174,175","8,144","15,897","15,277","17,968","24,751","31,476","31,781","20,486","7,390","993","12"
"경상남도 창원시 진해구 (4812900000)","184,557","184,557","11,273","20,963","17,395","20,593","32,276","32,148","26,456","15,800","6,562","1,072","19","183,906","183,906","11,091","20,775","17,288","20,417","32,070","32,205","26,502","15,901","6,558","1,077","22","183,529","183,529","10,965","20,678","17,141","20,382","31,862","32,176","26,600","16,029","6,587","1,088","21","183,329","183,329","10,845","20,653","17,069","20,355","31,745","32,219","26,600","16,155","6,570","1,098","20","183,163","183,163","10,778","20,634","16,999","20,335","31,630","32,231","26,594","16,239","6,592","1,110","21","182,942","182,942","10,656","20,621","16,975","20,294","31,553","32,250","26,598","16,268","6,606","1,101","20"
"경상남도 진주시 (4817000000)","335,342","335,342","20,427","33,320","37,161","39,054","46,966","57,292","52,292","31,529","14,658","2,582","61","335,108","335,108","20,286","33,434","37,050","38,925","46,767","57,190","52,434","31,684","14,680","2,601","57","335,302","335,302","20,220","33,503","37,193","38,960","46,607","56,988","52,529","31,932","14,686","2,627","57","335,005","335,005","20,113","33,494","37,145","38,895","46,465","56,897","52,515","32,105","14,678","2,646","52","334,984","334,984","19,998","33,502","37,184","38,911","46,366","56,864","52,459","32,279","14,700","2,670","51","334,651","334,651","19,943","33,393","37,084","38,849","46,360","56,791","52,405","32,347","14,727","2,702","50"
"경상남도 통영시 (4822000000)","116,419","116,419","4,855","12,167","8,527","8,797","17,391","21,749","22,214","13,920","5,881","901","17","116,208","116,208","4,787","12,134","8,469","8,730","17,290","21,712","22,243","14,034","5,870","923","16","115,968","115,968","4,742","12,081","8,386","8,714","17,172","21,656","22,235","14,159","5,871","936","16","115,826","115,826","4,697","12,056","8,359","8,686","17,087","21,652","22,243","14,244","5,853","935","14","115,818","115,818","4,648","12,042","8,345","8,673","17,025","21,703","22,215","14,368","5,850","935","14","115,890","115,890","4,603","12,048","8,399","8,664","17,027","21,680","22,262","14,406","5,850","936","15"
"경상남도 사천시 (4824000000)","107,954","107,954","5,298","10,141","8,874","10,352","15,219","19,508","18,370","12,495","6,512","1,166","19","107,889","107,889","5,261","10,084","8,808","10,345","15,185","19,526","18,424","12,537","6,513","1,188","18","107,784","107,784","5,246","9,967","8,785","10,378","15,101","19,446","18,517","12,586","6,532","1,208","18","107,804","107,804","5,211","9,964","8,767","10,383","15,066","19,465","18,576","12,632","6,506","1,214","20","107,808","107,808","5,174","9,954","8,743","10,410","15,017","19,459","18,590","12,689","6,520","1,232","20","107,882","107,882","5,153","9,970","8,764","10,417","15,039","19,453","18,596","12,725","6,509","1,237","19"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","533,275","533,275","34,128","59,061","53,775","64,513","86,128","104,738","78,337","35,733","14,545","2,275","42","532,715","532,715","33,902","58,713","53,416","64,433","85,887","104,759","78,710","36,012","14,530","2,311","42","532,407","532,407","33,713","58,431","53,076","64,624","85,525","104,541","79,304","36,250","14,573","2,332","38","532,687","532,687","33,506","58,471","52,897","64,809","85,326","104,632","79,617","36,454","14,579","2,357","39","532,665","532,665","33,287","58,439","52,683","64,830","85,197","104,559","79,919","36,740","14,606","2,366","39","532,777","532,777","33,126","58,471","52,538","64,943","85,171","104,477","80,058","36,956","14,623","2,375","39"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","99,087","99,087","3,599","6,904","6,542","7,511","10,939","16,530","22,661","15,440","7,567","1,372","22","98,901","98,901","3,566","6,862","6,486","7,462","10,957","16,416","22,664","15,523","7,544","1,398","23","98,775","98,775","3,547","6,842","6,393","7,463","10,916","16,295","22,673","15,647","7,558","1,419","22","98,728","98,728","3,503","6,852","6,382","7,454","10,890","16,266","22,649","15,759","7,532","1,419","22","98,619","98,619","3,476","6,842","6,316","7,464","10,876","16,177","22,646","15,855","7,528","1,416","23","98,591","98,591","3,453","6,824","6,329","7,467","10,851","16,158","22,595","15,941","7,532","1,418","23"
"경상남도 거제시 (4831000000)","230,871","230,871","14,301","29,005","18,450","22,501","44,397","45,295","33,840","16,077","5,867","1,112","26","230,117","230,117","14,084","28,783","18,256","22,181","44,230","45,360","33,987","16,232","5,857","1,122","25","229,585","229,585","13,885","28,623","17,994","22,109","44,049","45,326","34,167","16,404","5,864","1,138","26","229,490","229,490","13,736","28,653","17,949","22,084","43,880","45,390","34,239","16,535","5,857","1,142","25","229,221","229,221","13,572","28,630","17,845","22,011","43,757","45,376","34,315","16,675","5,861","1,153","26","229,029","229,029","13,433","28,658","17,792","21,923","43,718","45,372","34,353","16,747","5,854","1,154","25"
"경상남도 양산시 (4833000000)","361,349","361,349","24,831","37,608","31,968","44,735","60,240","63,762","54,904","29,440","12,056","1,768","37","361,336","361,336","24,698","37,568","31,768","44,653","60,187","63,824","55,128","29,620","12,071","1,785","34","361,230","361,230","24,588","37,606","31,512","44,720","60,022","63,675","55,288","29,856","12,099","1,829","35","361,371","361,371","24,463","37,629","31,417","44,790","59,925","63,675","55,427","30,057","12,103","1,849","36","361,433","361,433","24,338","37,687","31,285","44,794","59,887","63,633","55,534","30,250","12,112","1,880","33","361,389","361,389","24,206","37,721","31,117","44,830","59,852","63,622","55,556","30,399","12,166","1,887","33"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","24,591","24,591","674","1,291","1,290","1,376","2,154","4,042","5,983","4,271","2,852","637","21","24,531","24,531","665","1,278","1,284","1,365","2,157","4,034","5,967","4,281","2,837","643","20","24,503","24,503","664","1,274","1,254","1,355","2,144","4,008","5,992","4,310","2,826","656","20","24,502","24,502","656","1,281","1,247","1,365","2,145","3,982","5,995","4,332","2,820","659","20","24,481","24,481","647","1,280","1,219","1,365","2,141","3,978","5,990","4,355","2,818","669","19","24,531","24,531","640","1,292","1,228","1,374","2,146","3,991","5,993","4,365","2,810","672","20"
"경상남도 함안군 (4873000000)","57,548","57,548","2,052","5,274","3,640","3,815","7,087","10,384","12,246","8,024","4,203","817","6","57,345","57,345","2,027","5,193","3,611","3,791","7,025","10,339","12,258","8,075","4,191","828","7","57,208","57,208","2,001","5,124","3,576","3,786","6,968","10,283","12,300","8,127","4,209","826","8","57,121","57,121","1,984","5,113","3,561","3,758","6,948","10,249","12,296","8,183","4,184","837","8","56,985","56,985","1,954","5,106","3,527","3,737","6,912","10,205","12,301","8,213","4,180","842","8","56,867","56,867","1,927","5,088","3,522","3,720","6,882","10,172","12,299","8,234","4,177","837","9"
"경상남도 창녕군 (4874000000)","54,924","54,924","1,756","3,799","2,769","3,585","5,574","9,148","13,113","9,098","5,073","996","13","54,883","54,883","1,744","3,810","2,726","3,555","5,604","9,106","13,124","9,161","5,037","1,005","11","54,743","54,743","1,729","3,774","2,684","3,539","5,564","9,049","13,111","9,200","5,076","1,007","10","54,640","54,640","1,716","3,763","2,650","3,546","5,539","9,009","13,086","9,249","5,058","1,014","10","54,536","54,536","1,703","3,748","2,632","3,530","5,522","8,992","13,083","9,246","5,061","1,007","12","54,445","54,445","1,677","3,747","2,617","3,500","5,526","8,956","13,083","9,271","5,048","1,007","13"
"경상남도 고성군 (4882000000)","47,018","47,018","1,234","3,751","2,606","2,529","4,948","8,215","10,706","7,754","4,334","931","10","46,901","46,901","1,225","3,728","2,564","2,502","4,919","8,177","10,737","7,784","4,318","937","10","46,842","46,842","1,201","3,741","2,528","2,497","4,899","8,115","10,769","7,830","4,304","948","10","46,840","46,840","1,189","3,748","2,532","2,496","4,886","8,097","10,780","7,866","4,286","950","10","46,849","46,849","1,172","3,734","2,534","2,516","4,859","8,114","10,776","7,895","4,284","955","10","46,808","46,808","1,159","3,730","2,528","2,514","4,848","8,082","10,799","7,913","4,267","958","10"
"경상남도 남해군 (4884000000)","40,874","40,874","1,039","2,741","2,355","2,156","3,597","6,713","9,243","7,232","4,592","1,173","33","40,887","40,887","1,030","2,755","2,313","2,176","3,566","6,681","9,311","7,242","4,576","1,202","35","41,054","41,054","1,011","2,871","2,317","2,208","3,541","6,677","9,339","7,268","4,577","1,209","36","41,066","41,066","1,009","2,882","2,309","2,206","3,543","6,632","9,354","7,312","4,573","1,209","37","41,091","41,091","999","2,878","2,309","2,207","3,533","6,637","9,351","7,337","4,581","1,220","39","41,143","41,143","990","2,901","2,317","2,200","3,533","6,644","9,391","7,341","4,574","1,212","40"
"경상남도 하동군 (4885000000)","39,942","39,942","1,064","2,172","2,024","2,110","3,302","7,121","9,843","6,910","4,377","989","30","39,835","39,835","1,037","2,151","1,999","2,098","3,277","7,079","9,850","6,962","4,344","1,005","33","39,769","39,769","1,026","2,118","1,969","2,097","3,236","7,079","9,862","7,001","4,350","998","33","39,752","39,752","1,023","2,116","1,964","2,090","3,230","7,061","9,878","7,022","4,330","1,005","33","39,703","39,703","1,010","2,114","1,941","2,104","3,216","7,035","9,871","7,052","4,309","1,020","31","39,596","39,596","1,004","2,096","1,908","2,111","3,201","7,011","9,862","7,059","4,296","1,017","31"
"경상남도 산청군 (4886000000)","32,739","32,739","763","1,707","1,632","1,635","2,573","5,664","8,350","5,874","3,695","819","27","32,679","32,679","750","1,690","1,607","1,626","2,559","5,631","8,389","5,893","3,690","818","26","32,662","32,662","739","1,691","1,580","1,621","2,549","5,595","8,408","5,953","3,679","819","28","32,720","32,720","738","1,685","1,581","1,627","2,540","5,599","8,448","5,988","3,650","836","28","32,672","32,672","731","1,676","1,562","1,631","2,513","5,602","8,428","6,016","3,641","844","28","32,638","32,638","721","1,677","1,552","1,625","2,521","5,576","8,420","6,034","3,638","849","25"
"경상남도 함양군 (4887000000)","35,414","35,414","1,106","2,495","1,992","1,983","3,232","6,107","8,049","5,740","3,910","782","18","35,388","35,388","1,111","2,463","1,968","1,976","3,216","6,094","8,074","5,777","3,894","798","17","35,322","35,322","1,093","2,443","1,953","1,979","3,185","6,054","8,085","5,833","3,874","806","17","35,252","35,252","1,083","2,427","1,938","1,984","3,175","6,034","8,066","5,868","3,855","806","16","35,217","35,217","1,072","2,423","1,916","1,986","3,173","6,004","8,079","5,889","3,841","818","16","35,141","35,141","1,069","2,405","1,921","1,977","3,165","5,987","8,062","5,891","3,828","820","16"
"경상남도 거창군 (4888000000)","58,898","58,898","2,605","5,574","4,317","4,517","6,517","9,868","11,557","7,876","4,953","1,088","26","58,737","58,737","2,589","5,533","4,252","4,468","6,481","9,825","11,584","7,931","4,953","1,093","28","58,909","58,909","2,586","5,679","4,278","4,467","6,426","9,810","11,607","7,978","4,944","1,106","28","58,889","58,889","2,573","5,655","4,253","4,464","6,411","9,784","11,638","8,026","4,942","1,113","30","58,874","58,874","2,564","5,633","4,251","4,465","6,402","9,770","11,630","8,060","4,939","1,130","30","58,846","58,846","2,568","5,618","4,222","4,475","6,392","9,768","11,616","8,100","4,922","1,135","30"
